id	name	age	country	hometown	height	arm_span
550	Mailys Piazzalunga	20	FRA	toulouse		
551	solene Moreau	19	FRA	les avirons		
552	maeva Dubois	23	FRA	liffre		
553	Flavy Cohaut	20	FRA	chaumont		
554	Emilien Casado	20	FRA	le pouzin		
555	Charles Albert	24	FRA	veneux les sablons		
556	Erwan Rucay	20	FRA	nantes		
557	Julien Gasc	39	FRA	Montpellier	179	184
558	Eric Delmares	45	FRA	Marseille		
559	Lucie Vaillant Bultel	21	FRA	TROYES		
560	Coraline Necol	21	FRA	NANCY		
561	Camille Pouget	19	FRA	Fonsorbes	162	
562	Killian Arc	25	FRA	Cholet		
563	Théo Ravanello	23	FRA	Renage		
564	Ivan Terestchenko	21	FRA	Etampes		
565	Sophie Mc Carron	21	FRA	L'Arbresle		
566	Marion Bardin	25	FRA	Quimper		
567	Noé Moutault	19	FRA	SAINT-GEORGES-LES-BAILLARGEAUX		
568	Romane Fontelaye	20	FRA	St Jean de Moirans		
569	Capucine Viglione	19	FRA	Voiron	170	
570	Bertrand Gautier		FRA			
571	Charlie Cosnier		FRA			
572	Elsa Pommarel	35	FRA	Vincennes		
573	Iliann Cherif	20	FRA	ravine des cabris		
574	leo Favot	22	FRA	thones		
575	valentine Mangin	20	FRA	Champigneulle		
576	Maurane Jelic	23	FRA	st etienne		
577	Mathieu Miquel	22	FRA	aix en provence		
578	Luce Douady	18	FRA	st bernard du touvet		
579	Coraline Ribeil	22	FRA	nort sur Edre		
580	Kilian Chabrier	22	FRA	la chapelle st mesmin		
582	Kintana Iltis	19	FRA	Etang Sale	158	
583	Mathis Brossier	22	FRA	Verrieres le buisson		
584	Diego Fourbet	19	FRA	L'Argentière-la-Bessée	174	
585	Eliot Barnabé	19	FRA	Toulouse		
586	Léa Delacquis	22	FRA	Dingy Saint Clair		
587	Joshua FOURTEAU	19	FRA	bordeaux	175	
588	Gaetan Petri	19	FRA	Voiron		
589	Lisa Cherblanc	20	FRA	CHAMBERY		
591	Valentin Lecomte	20	FRA	L'Hodié		
592	Sabine LADEL	40	FRA	AUBAGNE		
593	Romaric GEFFROY	25	FRA	Lyon		
594	Sébastien Casado	47	FRA	LE POUZIN		
595	Fabien Viguier	48	FRA	VEUREY VOIROIZE		
596	Benjamin Bouissou	35	FRA	Pantin	174	
597	Juan Escudero Toboso	36	FRA	Noisy sur école		
598	Clothilde Morin	22	FRA	Rueil Malmaison		
599	Yannis Gautier	18	FRA	Villard Saint Pancrace		
600	Louison Burtin	18	FRA	SERVOZ		
601	Saula Lerondel	17	FRA	SAINT-JULIEN-LES-VILLAS	168	
602	Nina Grellier	18	FRA	la roche sur yon		
603	Elsa Ravinet	18	FRA	Toulouse	154	
604	Pauline Mahéo	18	FRA	CEYRAT		
605	Jules Marchaland	20	FRA	Saint Jeannet		
606	Jordi Poles	18	FRA	LAROIN		
607	Tommy George	22	FRA	SAINT NABORD		
609	Colette Bobenrieth	20	FRA	metz		
610	Lilou Soulas	20	FRA	ANNECY LE VIEUX		
611	Thibaud Desloges	17	FRA	Massy	180	187
612	Marceau Garnier	21	FRA	VOIRON		
613	Yann LE CLERCQ DE LANNOY	22	FRA	Voiron		
614	Alice Jacquet	18	FRA	Fontcouverte		
615	Lison Gautron	19	FRA	Cholet		
616	Solenne PIRET	29	FRA	Bois-le-Roi		
617	Marlene Prat	22	FRA	Cadenet		
618	Bastien Thomas	48	FRA	La Ciotat		
619	Thierry Delarue	43	FRA	VILLENEUVE LOUBET		
620	Zélia Avezou	17	FRA	IGNY	158	
621	Arthur Guinet	33	FRA	SAINT JULIEN EN VERCORS		
622	Franco Cannella	55	FRA	PARIS		
623	remi duboz	29	FRA	toulouse		
624	Alan Cameron-Duff		GBR			
625	Adam Hocking	41	GBR	Keswick, Cumbria, Carson		
626	Alan Murry		GBR			
627	Aaron Tonks	49	GBR	Lancashire		
628	Barry Durston	48	GBR	Easton Bristol		
629	Dave Pegg		GBR			
630	J. Sharpe		GBR			
631	Tyler Landman	31	GBR	New York		
632	Leah Crane	32	GBR	Sheffield		
633	Natalie Berry	30	GBR	Glasgow		
634	David Barrans	40	GBR	West Yorkshire		
635	Michaela Tracy	30	GBR	South Yorkshire		
636	Shauna Coxsey	29	GBR	Sheffield	164	
637	David Mason	36	GBR	Sheffield		
638	Mina Leslie-Wujastyk	34	GBR	Sheffield		
639	Eleanor Howard	37	GBR	Eastburn		
640	Rhoslyn Frugtniet	28	GBR	Cardiff		
641	Rachel Carr	25	GBR	Sheffield		
642	Molly Thompson-Smith	24	GBR	London	159	
643	Tara Hayes	24	GBR	Northampton		
644	Connor Byrne	26	GBR	Waddington		
645	William Ridal	24	GBR	Selston		
646	Nathan Phillips	27	GBR	Sheffield		
647	Florence Tilley	24	GBR	Hockerton		
648	William Bosi	23	GBR	Edinburgh		
649	James Pope	23	GBR	London		
650	Luke Dawson	25	GBR	Swimbridge		
651	Peter Dawson	23	GBR	Swimbridge		
652	Alex Waterhouse	24	GBR	Horrabridge		
653	Jennifer Wood	27	GBR	Manchester		
654	Orrin Coley	26	GBR	Leicester		
655	Max Ayrton	26	GBR	Bristol		
656	Sidonie Graham	23	GBR	Seaton Delaval		
657	Rebecca Kinghorn	23	GBR	Aberdeenshire		
658	James Mabon	23	GBR	Wembworthy		
659	John Churcher	48	GBR	Birmingham		
660	Sianagh Gallagher	25	GBR	Acomb		
661	Thomas Greenall	35	GBR	Sheffield		
662	Ian Dunn	61	GBR	Liverpool		
663	Edward Mabon	23	GBR	Wembworthy		
664	Luke Murphy	24	GBR	Hebden Bridge		
665	Mark Glennie	40	GBR	Bingley		
666	Alexia Basch	23	GBR	London		
667	Matthew Cousins	32	GBR	Canterbury		
668	Aiden Dunne	22	GBR	Ashton-Under-Lyne	175	183
669	Hannah Slaney	22	GBR	Bristol		
670	Dave Bowes	40	GBR	Wallasey	180	185
671	Phillip Mitchell	28	GBR	Litherland		
672	Esme Harte	27	GBR	Newton Aycliffe, Co Durham		
673	George Morris	23	GBR	Wolverhampton		
674	Jack Ramsden	21	GBR	Derby		
675	Silvia Barrett	22	GBR	Tumba		
676	Eugenie Lee	22	GBR	Hackney		
677	Michelle Forrest	36	GBR	Sheffield		
678	Thomas Matthews	23	GBR	Bristol		
679	Samuel Oakes	21	GBR	Kinver		
680	Philippa Watkin	20	GBR	Sheffield		
681	Isabelle Adams	21	GBR	Guildford		
682	Kitty Morrison	20	GBR	Newby		
683	Kieran Forrest	21	GBR	Llanrug		
684	Gwyneth Uttley	22	GBR	Bristol		
685	Aidan Roberts	23	GBR	Cumbria		
686	Timothy Cunnington	37	GBR	Sheffield		
687	Lucinda Whittaker	43	GBR	Sheffield		
688	Maximillian Milne	21	GBR	Aberdeen	166	
689	Isabella  Hough	21	GBR	Sheffield		
690	Nathan Whaley	20	GBR	London		
691	Jon Allsopp	34	GBR	Stockport		
692	Martha  Lubczynskyj	20	GBR	Nottingham		
693	Emily Phillips	19	GBR	Cardiff	170	
694	Holly Toothill	20	GBR	Cowling	165	
695	James Bateman	19	GBR	Bournemouth		
696	Hamish McArthur	20	GBR	Yorkshire	181	
697	Joanna Neame	22	GBR	London		
698	Joseph Czubkowski	21	GBR	Mansfield		
699	Martin Heald	30	GBR	Preston		
700	Matthew Phillips	21	GBR	Guildford		
701	Robin O'Leary	37	GBR	Bracknell, Berkshire		
702	Isabella Walsh	26	GBR	Widnes		
703	Imogen Horrocks	23	GBR	Portsmouth	165	165
704	Robert  Adie	40	GBR	Buxton		
705	Stephen Glennie	38	GBR	Marchwood		
706	Thomas Harris	23	GBR	London		
707	Severin James Domela Nieuwenhius Nyegaard	22	GBR	Liverpool		
708	Joanna Waterton	55	GBR	Guisborough, North Yorkshire		
709	Hannah Baldwin	29	GBR	Ivybridge, Devon		
710	Steven Mark Cox		GBR			
711	Hannah Smith	20	GBR	Muirhead		
712	Robin Casey	19	GBR	Todmorden		
713	Daniel Smith	18	GBR	Glasgow		
714	Stephen Keir	19	GBR	Piperdam	183	
715	Jack Palmieri	37	GBR	Oswaldtwistle		
716	Katherine Macdougall	18	GBR	Penistone		
717	Finley Wood	19	GBR	Woodcroft		
718	Samantha Emmett	46	GBR	Huddersfield		
719	Oliver Torr	36	GBR	Manchester		
720	Belinda Fuller	33	GBR	Surrey		
721	Josh Senior	33	GBR	Tonbridge		
722	Michael Cleverdon	38	GBR	Tavistock		
723	Keith Lynch	46	GBR	Scotlond		
724	Joseph Walmsley	21	GBR	Somerset		
725	Alexander Lemel	39	GBR	Essex		
726	Adela Carter	39	GBR	Sheffield		
727	Matthew Thompson	49	GBR	Sheffield		
728	Christopher Forrest	61	GBR	Llanrug		
729	Peter Rowlands	43	GBR	Manchester		
730	Anita Aggarwal	49	GBR	Derby	162	
731	Joanna Newton	55	GBR	Guisborough, North Yorkshire		
732	Paul Houghoughi	41	GBR	Poole		
733	Jake Collins	19	GBR	Worthing		
734	Robert Cook	19	GBR	Basingstoke		
735	Joseph Xiberras	18	GBR	Manchester		
736	Megan Wyatt	18	GBR	Emberton		
737	Marijke Booth	18	GBR	Ripon		
738	Benjamin Preston	21	GBR	Horley		
739	Zoe Peetermans	20	GBR	Cardiff		
740	Tai Tewkesbury	19	GBR	Hove		
741	Leo Skinner	18	GBR	Brecon		
742	Louise Flockhart	17	GBR	Edinburgh		
743	Tilly Vasic	17	GBR	Bacup		
744	Matilda Collins	17	GBR	Guildford		
745	Maxwell Ayrton	26	GBR	Bristol		
746	Frederick Naish	35	GBR	Magna		
747	Suzan Dudink	45	GBR	Manchester		
748	Ruby Wood	18	GBR	Caernarfon, Gwynedd		
749	Finn Hayward	18	GBR	Llanfairfechan		
750	Zoe Spriggins	38	GBR	Buxton		
751	Emma Davidson	20	GBR	Livingston		
752	Alexandra Dundas	20	GBR	Edinburgh		
753	Aimee McRae	20	GBR	Edinburgh		
754	Caitlin Russell-Connor	19	GBR	Glasgow		
755	Michael Connor	54	GBR	Glasgow		
756	Mark Davidson	51	GBR	Livingston, West Lothian		
757	Richard Slocock	42	GBR	Derby		
758	Abigail Robinson	23	GBR	Sunderland		
759	Jesse Dufton	36	GBR	Loughborough		
760	Sophie Boyd	19	GBR	Durham		
761	Stuart Sneddon	40	GBR	Amesbury		
762	Emma Wood	33	GBR	Chesterfield		
763	Guy Davenport	45	GBR	Farncombe, Surrey		
764	Ines Dull-Kretschmer	30	GER	Memmingen		
765	Philipp Martin	27	GER	Kaufbeuren	173	
766	Leonie Muth	17	GER	Wolfurt (Austria)		
767	Arturo Campos Salvador	46	ESP	Zaragoza		
768	Bernabe Fernandez	48	ESP	Malaga		
769	César Ciudad Manzanedo	45	ESP	Leganés, Madrid, Spain		
770	J. Benito Martinez		ESP			
771	Jose Manuel Velazques Perez	50	ESP			
772	Patxi Usobiaga Lakunza	41	ESP	Eibar		
773	Ramón  Julian  Puigblanque	40	ESP	calldetenes		
774	Marco Antonio Jubes Angarita	38	ESP	Manlleu (Barcelona)		
775	Eric  Lopez Mateos	30	ESP	Madrid		
776	Javier Cano Blazquez	31	ESP	Cabezuela del Valle		
777	Andrea CARTAS BARRERA	40	ESP	Villalbilla, Madrid		
778	Victor Esteller Ocaña	33	ESP	CERDANYOLA DEL VALLES		
779	Itziar ZABALA Zurinaga	27	ESP	Vizcaya		
780	Pol Roca Lopez	26	ESP	St. Quirze de Besora (Barcelona)		
781	Ricardo Pérez Amado	51	ESP	Madrid		
782	Paula De la Calle Pizarro	29	ESP	Caceres		
783	Urko Carmona Barandiaran	41	ESP	Monovar (Alicante)		
784	Juan Antonio Bellido Ramos	40	ESP	Morón de la Frontera (Sevilla)		
785	Pablo Blanco Barrios	38	ESP	Pamplona		
786	Jerome González Gutiérrez	24	ESP	La Laguna		
787	Antoni Roy Hanacsek	46	ESP	Mataró		
788	Àlex Hernández Castilla	23	ESP	Berga		
789	Alejandro Ventajas Serrano	22	ESP	Santiago de la Ribera		
790	Juan Pipo Gil Blanco	40	ESP	Rueda de Pisuerga - Palencia		
791	Germán López Cadena	48	ESP	Torla		
792	Bittor Esparta Frade	23	ESP	Bilbao		
793	Mikel Asier Linacisoro Molina	21	ESP	Bergara	184	180
794	Antia Freitas Rial	21	ESP	Plasencia		
795	Iker Ortiz Tudela	22	ESP	BENIGANIM		
796	Jose Antonio Mulas Sánchez	59	ESP	Mondragon		
797	Jonatan Flor Vazquez	25	ESP	Elda		
798	Iñaki Arantzamendi Irueta	33	ESP	Ondarroa Bizkaia		
799	Nazaret Calvente Santana	32	ESP	Las Palmas de Gran Canaria		
800	Muriel Ruíz de Larramendi Arangoa	22	ESP	Huarte		
801	Andoni Esparta Frade	20	ESP	Bilbao		
802	Rut Casas Mur	20	ESP	Sant Julià de Vilatorta		
803	Sergio Verdasco Urizal	26	ESP	Madrid		
804	Raul Simon Franco	42	ESP	ZARAGOZA		
805	Ana Belén Argudo Marugan	20	ESP	Getafe (Madrid)		
806	Alba Pelfort Ventura	20	ESP	Igualada (Barcelona)		
807	Pere Borrell Sánchez	20	ESP	Sabadell (Barcelona)		
808	Héctor Bazan Martín	19	ESP	Folgueroles (Barcelona)		
809	Olivia Marsella Barberio	21	ESP	Sabadell (Barcelona)		
810	Maria Benach Zubero	19	ESP	Barcelona		
811	Alberto Ginés López	19	ESP	Sant Cugat del Vallés	178	
812	Pablo Rodríguez Salas	20	ESP	Jaraiz de la Vera		
813	Guillem Monsech Gasca	21	ESP	Moià		
814	Alejandro Crespo Cobos	24	ESP	Tornavacas	182	194
815	Anier Gozálvez Gozálvez	24	ESP	Teresa de Cofrentes		
816	Sergio Pastor Martínez	30	ESP	RIVAS-VACIAMADRID		
817	David Gambús Knörr	37	ESP	Sant Cugat del Vallés		
818	Eneko Carretero Cruz	20	ESP	Zumaia		
819	Iván Germán Pascual	49	ESP	madrid	179	
820	Francisco Javier Aguilar Amoedo	39	ESP	Granada	167	173
821	Francisco Javier Alfonso Sánchez	35	ESP	Orihuela		
822	Adrián García López	31	ESP	Murcia		
823	Albert Guardia Ferrer	36	ESP	Alella		
824	Ismael Ewan Sánchez Mcilroy	41	ESP	Alcoi		
825	Josu Celaya Jiménez	24	ESP	Galdakao		
826	Gorka Ruíz Ibarrola	24	ESP	Bilbao		
827	Alberto Rocasolano Jaudenes	30	ESP	Torrelodones (Madrid)		
828	Rut Monsech Gasca	20	ESP	Moià (Barcelona)		
829	Jorge Díaz-Rullo Calvo	23	ESP	Madrid		
830	Gianni Domenico Faggiana	49	ESP	Torino		
831	Joaquin Hernández Martín	53	ESP	Sant Cugat del Vallés		
832	Marc Oller Astort	45	ESP	Jaca (Huesca)		
833	María Alba Capdevila Segales	37	ESP	Calldetenes (Barcelona)		
834	Ton Casas Mur	19	ESP	Sant Julià de Vilatorta (Barcelona)		
835	Mª Carmen Alarcón Grau	33	ESP	Lleida		
836	Maja JonJic Arnautovic	28	ESP	Las Palmas		
837	Lucia Miranda Cid	17	ESP	Cornellà Llobregat		
838	Lluc Macià Llobet	18	ESP	Collbató	194	205
839	Ariadna Herranz González	17	ESP	Alcorcón		
840	Luna Marsella Barberio	18	ESP	Sabadell		
841	Aida Torres Illamola	19	ESP	Torelló		
842	Andrea Gallo	58	ITA	Finale Ligure		
843	Alberto Gnerro	52	ITA	Cossato (BI)		
844	Donato Lella	56	ITA	Pinerolo (TO)		
845	Flavio Crespi	42	ITA	Busto Garolfo (MI)		
846	Luca Giupponi	53	ITA	Ruffrè Mendola (TN)		
847	Luca Zardini	49	ITA	Cortina d'Ampezzo (BL)		
848	Jenny Lavarda	38	ITA	Colceresa (VI)		
849	Gabriele Moroni	34	ITA	Novara		
850	Stefan Scarperi	30	ITA	Appiano sulla Strada del Vino (BZ)		
851	Manuela Valsecchi	33	ITA	Valmadrera (LC)		
852	Fabio De Cesero	31	ITA	Longarone		
853	Alexandra Ladurner	30	ITA	Merano		
854	Marcello Bombardi	28	ITA	Pont-Saint-Martin (AO)	177	
855	Stefano Ghisolfi	29	ITA	Arco	169	
856	Leonardo Gontero	28	ITA	Bussoleno		
857	Michael Piccolruaz	26	ITA	Santa Cristina	178	
858	Andrea Zanone	29	ITA	Ronco Biellese		
859	Andrea Ebner	25	ITA	Bressanone		
860	Claudia Ghisolfi	25	ITA	Torino	162	
861	Alessandro Santoni	25	ITA	Dro (TN)		
862	Annalisa De Marco	25	ITA	Siror (TN)		
863	Anna Borella	28	ITA	Colverde (CO)		
864	Francesco Vettorata	30	ITA	Santa Giustina (BL)		
865	Ludovico Fossali	24	ITA	Bieno (TN)	185	196
866	Matteo Stefani	29	ITA	Bologna		
867	Simone Salvagnin	37	ITA	Schio (VI)		
868	Alessio Cornamusini	56	ITA	Castelfiorentino (FI)	172	180
869	Lorenzo Carasio	26	ITA	Pinerolo		
870	Pietro Vangi	29	ITA	Firenze		
871	Paolo Vangi	26	ITA	Firenze		
872	Lorenzo Malatesta	24	ITA	Genova		
873	Francesca Medici	26	ITA	Scandiano		
874	Marco Gozzi	26	ITA	Casinalbo		
875	Alessandro Palma	27	ITA	Centallo		
876	Eva Scroccaro	23	ITA	Trieste		
877	Lorenzo Sinibaldi	24	ITA	Ortisei		
878	Sara Giuseppetti	24	ITA	Ascoli Piceno		
879	Martina Giorello	24	ITA	Torino		
880	Stefano Carnati	23	ITA	Erba		
881	Antonio Prampolini	24	ITA	Fiorano Modenese		
882	Riccardo Piazza	26	ITA	Bagnaia		
883	Janluca Kostner	23	ITA	Ortisei		
884	Lisa De Martini	23	ITA	Nove		
885	Stanislao Zama	26	ITA	Faenza	170	
886	Lorenzo Major	50	ITA	Cavarzere (VE)		
887	Martina Pellandra	26	ITA	Bologna		
888	Giulia Poggioli	25	ITA	Sala Bolognese		
889	Giulio Cevenini	28	ITA	Bologna		
890	Ginevra Casellato	24	ITA	Serramazzoni		
891	Asja Gollo	23	ITA	Torino		
892	Simone Tentori	24	ITA	Lecco		
893	Giorgio Bendazzoli	22	ITA	Breganze		
894	Franco Gianelli	60	ITA	Ravenna		
895	Ilaria Scolaris	23	ITA	Torino		
896	Massimo Bassoli	62	ITA	Modena		
897	Giulia Fossali	22	ITA	Vignola		
898	Silvia Porta	22	ITA	Nave		
899	Gian Luca Zodda	22	ITA	Sassuolo	169	
900	Paolo Martignene	23	ITA	Verrayes		
901	Francesco Rosetti	23	ITA	Marsciano		
902	Davide Buoso	28	ITA	Baricella		
903	Martina Zanetti	24	ITA	Arco		
904	Carla Galletti	60	ITA	BOLOGNA		
905	David Oberprantacher	22	ITA	San Leonardo in Passiria		
906	Danilo Marchionne	34	ITA	ALANNO		
907	Alessandro De Martini	48	ITA	Nove		
908	Corrado Riva	52	ITA	Campiano (Ra)		
909	Matilda Segui	22	ITA	Torino		
910	Giulia Medici	22	ITA	Scandiano		
911	Pietro Biagini	22	ITA	Genova		
912	Filip Schenk	22	ITA	Santa Cristina Valgardena		
913	Matteo Faggian	49	ITA	Cazzago di Pianiga		
914	Giorgia Tesio	21	ITA	Mondovì CN	165	
915	Giorgia Randi	23	ITA	Faenza		
916	Davide Mandra'	35	ITA	Catania		
917	Gabriele Randi	22	ITA	Faenza		
918	Alessio Voghera	24	ITA	Torino		
919	Sirlene GARBACCIO BOGIN	28	ITA	valle mosso		
920	Clara Maria Cristaudo	43	ITA	ACI SANT'ANTONIO		
921	Tiziana Paolini	50	ITA	VINCI	170	
922	Teresa Cirelli	22	ITA	San Giorgio di Catania		
923	Matteo Manzoni	21	ITA	Romano di Lombardia		
924	David Piccolruaz	22	ITA	Santa Cristina Valgardena		
925	Camilla Bendazzoli	24	ITA	Breganze		
926	Elias Iagnemma	26	ITA	Barisciano		
927	Fabio Moioli	39	ITA	Alzano Lombardo		
928	Laura Rogora	20	ITA	Trento	152	
929	Matteo Baschieri	20	ITA	Rubiera		
930	Jana Messner	20	ITA	Val di Funes		
931	Sara Morandini	21	ITA	Botticino		
932	Alessandra Zanetti	22	ITA	Arco		
933	Leonardo Sandrin	21	ITA	San Giovanni Lupatoto		
934	Francesca Vasi	20	ITA	Ravenna		
935	Elisabetta Dalla Brida	21	ITA	Mezzolombardo		
936	Cristian Dorigatti	21	ITA	Pressano-Lavis		
937	Felix Kiem	20	ITA	Lagundo (BZ)		
938	Aldo Reggi	63	ITA	Faenza		
939	Alexander Ebner	67	ITA	Bressanone		
940	Mario Calanca	21	ITA	Modena		
941	Filippo Caprioglio	23	ITA	Torino		
942	Camilla Dozza	21	ITA	Vico Canavese		
943	Lucia Capovilla	28	ITA	VENEZIA		
944	Olimpia Ariani	20	ITA	Firenze		
945	Marco Erspamer	35	ITA	Modena		
946	Jana Heinz	22	ITA	Naturno		
947	Camilla Moroni	20	ITA	Mignanego (GE)	157	161
948	Alessandro Zeni	30	ITA	Mezzano		
949	Davide Bassotto	24	ITA	Rivalta di Torino		
950	Nora Rainer	21	ITA	Bolzano		
951	Francesco Bosco	25	ITA	Borso San Dalmazzo		
952	Alessandro Cingari	23	ITA	Roma	187	203
953	Davide Marco Colombo	19	ITA	Vedano al Lambro		
954	Alessia Cerrato	23	ITA	TORINO		
955	Simone Pecoraro	21	ITA	Brosso		
956	Alessandro Eitel PUCCI MANILDO	20	ITA	TORINO		
957	Matilde Margiotta	22	ITA	FIRENZE		
958	Lukas Amplatz	21	ITA	Terlano		
959	Elisabeth Lardschneider	19	ITA	Ortisei		
960	Jan Schenk	19	ITA	Postal		
961	Jana Sanin	21	ITA	Brixen		
962	Pietro Pozza	44	ITA	Borgo San Dalmazzo		
963	Giorgia Strazieri	19	ITA	Verona		
964	Filippo Maresi	21	ITA	Punta Marina		
965	Christian Chiozzotti	20	ITA	Ravenna		
966	Giulia Randi	19	ITA			
967	Jacopo Stefani	19	ITA	Castellarano		
968	Elisa Lega	20	ITA	Faenza		
969	Chiara Bigi	23	ITA	Modena		
970	Alessandro Castellani	20	ITA	Bussolengo		
971	Enrico Mosconi	22	ITA	S. Antonino Reggio Emilia		
972	Jean Pierre Bovo	33	ITA	Point Saint Martin		
973	Katrin Mair	23	ITA	Gais		
974	Fabrizio Celentano	32	ITA	Bologna		
975	Eleonora Delnevo	41	ITA	Bergamo		
976	Alessandra Mammi	22	ITA	Modena		
977	Silvia Cassol	26	ITA	Santa Giustina - Meano (BL)		
978	Alice Battistella	21	ITA	LA SPEZIA		
979	Alberto Gotta	29	ITA	Bra		
980	Lisa Moser	20	ITA	Lagundo		
981	Maria Grasso	63	ITA	BOLOGNA		
982	Massimiliano Alizzio	35	ITA	CATANIA		
983	Virginia Bizzarri	43	ITA	Genova		
984	Fabio Sciandrello	43	ITA	Lumarzo		
985	Paolo Malatesta	50	ITA	Genova		
986	Martina Bonini	25	ITA	Sesto Fiorentino		
987	Samuele Bucelli	24	ITA	Sesto Fiorentino		
988	Edoardo Bocchio Vega	28	ITA	Torino		
989	Michele Bono	18	ITA	Villafalletto		
990	Goffredo Piazza	20	ITA	Perugia		
991	Miriam Fogu	19	ITA	Perugia	171	
992	Adelaide D'Addario	18	ITA	Roncoferraro		
993	Anna Aldè	19	ITA	Lecco		
994	Elias Sanin	19	ITA	Merano		
995	Erica Piscopo	18	ITA	Faenza		
996	Anna Calanca	18	ITA	Modena		
997	Tommaso Bianchedi	21	ITA	Bologna		
998	Anna Caterina Monti	21	ITA	Bologna		
999	Leonardo Giannotti	19	ITA	Dro		
1000	Ennio Morganti	19	ITA	Iseo		
1001	Juri Unterkofler	23	ITA	Bressanone		
1002	Luca Bana	23	ITA	Premolo		
1003	Nicolò Balducci	19	ITA	Domodossola		
1004	Jonathan Kiem	19	ITA	Lagundo		
1005	Giorgio Tomatis	19	ITA	Caraglio	180	75
1006	MARCO RONCHI	50	ITA	Cencenighe Agordino		
1007	OMAR AL KHATIB	37	ITA	Sigillo		
1008	GIAN MATTEO RAMINI	24	ITA	BOLOGNA		
1009	GABRIELE SCORSOLINI	22	ITA	Bologna		
1010	Alessandro Biggi	53	ITA	Rodano		
1011	MICHELE MAGGIONI	45	ITA	MILANO		
1012	Alessandro Larcher	22	ITA	Mattarello		
1013	Federica Mabboni	18	ITA	Arco		
1014	Fabio Monticelli	19	ITA	Carate Brianza		
1015	Nicola Gualandris	30	ITA	Brembate di Sopra		
1016	Cristina Midali	29	ITA	BRANZI		
1017	Davide Battistella	58	ITA	Porto Venere, La Spezia		
1018	Antonio Gianfelici		ITA			
1019	Valerio Carlozzi		ITA			
1020	Chiara Ragona		ITA			
1021	Evi Niederwolfsgruber	17	ITA	San Lorenzo di Sebato		
1022	Viola Battistella	17	ITA	La Spezia		
1023	Federica Papetti	18	ITA	Rezzato		
1024	Beatrice Colli	17	ITA	Colico	171	178
1025	Augusto De Leo	18	ITA	Faenza		
1026	Andrea Zappini	18	ITA	Rezzano		
1027	Matteo Zurloni	20	ITA	Segrate		
1028	Luca Bertacco	21	ITA	San Giovanni Lupatoto		
1029	Giovanni Placci	20	ITA	Faenza		
1030	FRANCESCA PEGOLO	38	ITA	Fontanafredda		
1031	ROSALBA ROMANO	31	ITA	Torino		
1032	Petra Campana	20	ITA	Gandino	159	162
1033	Emanuele Quaglia	18	ITA	Genova		
1034	Alina Benazzi	17	ITA	Merano		
1035	Elisa Lauretano	21	ITA	Carcare		
1036	Martina De Preto	21	ITA	Milano		
1037	Davide Capperucci	20	ITA	Cernusco sul Naviglio		
1038	Irina Daziano	18	ITA	Chiusa di Pesio		
1039	Caterina Dal Zotto	18	ITA	Volpago del Montello		
1040	Riccardo Tabarin	46	ITA	Treviso		
1041	Silvia Abate	20	ITA	Catania		
1042	Moritz Sigmund	22	ITA	Brixen-Bressanone		
1043	Niccolò DiTommaso	18	ITA	L'Aquila		
1044	Antonio Trevisani	48	ITA	Matera		
1045	Alessandro Neri	59	ITA	Sedico		
1046	Yuri Prezzi	27	ITA	Budrio		
1047	Nicolò Sartirana	18	ITA	cantalupo di cerro maggiore	169	177
1048	Sara Caramella	23	ITA	Aprica		
1049	Justin Hawkins		RSA			
1050	Candice Bagley	31	RSA	Durban		
1051	Samantha Stainton	26	RSA	Johannesburg		
1052	Calrin Curtis	28	RSA	HURLINGHAM		
1053	Dylan Vogt	28	RSA	Johannesburg		
1054	Oliver Marx	25	RSA	Sandton		
1055	Katleho Pobe	24	RSA	Johannesburg		
1056	Jaya Curtis	23	RSA	HURLINGHAM		
1057	Damien Blokker	21	RSA	Pretoria		
1058	Christopher Cosser	21	RSA	Johannesburg	178	
1059	Gregory Raymond Borman	40	RSA	Johannesburg		
1060	Adam Ludford	39	RSA	Cape Town		
1061	Alexander Bergesen	21	RSA	Johannesburg		
1062	Angela Eckhardt	22	RSA	Johannesburg		
1063	Camilla Cibulka	21	RSA	Pretoria		
1064	David Naude	20	RSA	Cape Town		
1065	Joshua Greaves	21	RSA	Johannesburg		
1066	Nicholas Meinel	22	RSA	Roodepoort		
1067	Chris Naude	64	RSA	Cape Town		
1068	Alyssa Meyer	19	RSA	Cape Town		
1069	Abigail Strange	21	RSA	Pretoria		
1070	Hannah Sealy-Fisher	21	RSA	Johannesburg		
1071	Vanessa Sealy-Fisher	54	RSA	Fourways Gardens		
1072	Alistair Stubbs	20	RSA	Johannesburg		
1073	Joshua Munstermann	21	RSA	Durban		
1074	James Barnes	30	RSA	Durban		
1075	Colette Rodrigues	49	RSA	Cape Town		
1076	Joseph Rosendorff	23	RSA	Cape Town		
1077	Lucien Setterberg	18	RSA	Cape Town		
1078	Georgiana Dorward	19	RSA	Cape Town		
1079	Jacinth Lapin	18	RSA	Cape Town		
1080	Jared Rodrigues	18	RSA	Cape Town		
1081	Shanay Meintjies	21	RSA	Cape Town		
1082	Luca Bazzea	21	RSA	Cape Town		
1083	Monique Smit	20	RSA	Cape Town		
1084	Naureen Bretherick	43	RSA	Johannesburg		
1085	Jackie Stainton	60	RSA	Johannesburg		
1086	George Stainton	61	RSA	Johannesburg		
